ground_truth_answer,predicted_answer
"There were more issues related to transport for EOTAS learners in the rural areas of Wales. The distance that the learners had to cover was huge, for they had to get a provision in Powys. However, WLGA (Welsh Local Government Association) admitted that this issue had not been investigated yet would be in investigation very soon.","The distances that learners are having to travel from the north to the south of Powys are huge. The same problem exists in other rural areas of Wales. As a result, learners would be difficult to access a broad and balanced curriculum and appropriate learning opportunities. And it would also be difficult for them to have a positive learning"
"Marketing summarized the user requirements according to the market reports. Users expected a fancy look, technological innovation, and minimization of repetitive strain injury. The team did a preliminary rating using a seven-point scale. The results were that the remote control's fashion style and location function were most highly rated, but the team was not satisfied enough with the minimization of repetitive strain injury. The team agreed on further modifications to the current prototype.","The team had designed a remote with a focus on current fashion trends, like fruity and vegetable themes, spongy texture, etc. Also, it was required to have technological innovation. During the product evaluation, the team members agreed that the simulation met most of the user requirements. Also, the team believed that their remote control had"
"Marketing initially doubted that Industrial Designer was limited in the use of materials for the prototype, which would harm the fashion style. Marketing was soon convinced by Industrial Designer, however, that the changeable faces would allow users to customize their remote controls. Besides, the rubber case would give a spongy feel. Marketing thus rated one point for Industrial Designer's style design.","During the evaluation process, Marketing asked team members how they felt about the incorporation of current fashion trends in the prototype, particularly in relation to the market research findings about the spongy texture to the exterior and the fruit and vegetable design colours. Industrial Designer pointed out that the prototype was limited in the use of materials and colours and it"
"Marketing considered the design of pointers unfeasible, for many users were prone to zap. Project Manager recommended the slight and small-sized buttons with more space in between. Regretfully, the team failed to come up with a perfectly feasible solution to the problem. The team thus gave low rate points to the prototype's minimization of repetitive strain injury.","The team agreed that the rubber case could reduce the repetitive strain injury because it was slightly different from other remote controls and brought new ideas into the market. Also, the team decided to use the flip top which was first used in mobile phones. It would be easy to find the remote control if it was lost and prevented the"
"The team calculated the cost of the remote control in the Euro. The team included one regular chip, one kinetic cell, one double-curved bottom, one push button, one LCD screen, as well as rubber and plastic materials. The team decided to recommend voice recognition to business customers. Once the budget increased, voice recognition would be incorporated. Overall, the present cost was 12.5 Euros and was under the budget.","The project cost ended up being lower than expected, with a final price of 12.5 Euros. However, the team was unsure whether this amount took into account various overhead costs. Also, they needed to check if this price was high enough to generate a reasonable profit (50%) for the company. If"
"User Interface recommended the standard batteries to replace the kinetic batteries and lower the cost. Marketing was promised by User Interface that the change in battery type would not make any big difference in shape and colours. However, Marketing was still uncertain about the replacement. User Interface further explained that users were used to paying little attention to batteries which were installed internally.","User Interface thought that customers had never commented on the battery. It was something internal and nobody cared about it. The shape and the colour were more important to customers. Therefore, User Interface suggested that they could replace the expensive kinetic batteries with ordinary ones to reduce the cost. The Industrial Designer agreed. With this change, the"
"Industrial Designer implicated that if the kinetic batteries were replaced by the standard batteries, the voice recognition would have to be taken away as well. Project Manager, therefore, made a compromise that the team might provide the voice recognition in an upgraded version for the business class who expected high office specifications.","The team initially favoured the idea of incorporating voice recognition into the remote control, but this feature was deemed to be too costly. Moreover, the distinctive design of the remote control was expected to make it easy to locate, reducing the need for voice recognition. Therefore, the team decided to proceed with the plan of releasing a standard"
"Marketing proposed that the fancy look and feel were more important than the functionality of the product. The fruit and vegetable theme was the current trend, and marketing himself preferred fruits to vegetables. Therefore, how spongy the material could be should be taken into consideration when choosing the materials. The potential materials to accomplish the fruit and vegetable theme could be a sort of rubber, which was used in the stress balls. The alternative option was to use a cover for it, and choose a colour that fits one's sitting room.","The Marketing specialist announced that the current trend in fashion was fruit and vegetable themes. Therefore, the remote control could incorporate one of these themes. Additionally, users preferred technology innovation and simplicity. The group then discussed the material of the remote control. The Marketing specialist suggested a spongy material. After some discussion, the group decided to"
"Industrial Designer thought some parts needed custom design, and other parts should just use standard. For example, the case needed custom design to protect the remote and the locator, and the circuit board needed custom design as well, while the buttons and the wheels, radio sender and receiver were all standard parts. In addition, beeper or other noise things were needed as well for locating the remote. Rubber, plastic, wood and titanium were options of materials, but better not titanium. Regular chips were required if the iPod-style wheel button was used.","The industrial designer had been looking at the component design, mostly by consulting remote control diagrams from the internet. For the case, the options were rubber, plastic, wood or titanium. The team could choose according to their budget. For the circuit board, it would be custom designed. Other standard parts included buttons, wheels,"
"User Interface assumed they were going to have a screen at first, since User Interface thought a screen was necessary for people to visualize things such as a specific song when looking for one. However, since adding a screen cost more money, and TV could be used as the screen, they finally decided that screen was not necessary.","Marketing thought that the screen could come up on the telly. Without a screen, the user interface would only have the wheel. Through the wheel, the user could control the channel and volume. The group supplemented that the screen was essential for the menu option. If the screen was removed, the brightness of the television could"
"Battery, solar power, dynamo, Kryptonite were potential options of the energy. They ended up with a preference on Kryptonite. Even though they could not find an exact price for it, it would not be more expensive than a chip.","Solar power was ruled out because it was not available with the rubber case. The group then considered a dynamo, which was essentially a battery that could be recharged by kinetic energy. This option would allow the remote to be used for a long time without having to replace the battery. The bulk of the cost would be the chip"
"Industrial Designer preferred battery. Industrial Designer was not very familiar with dynamo. Wind-up or a dynamo or a solar power were all possible, but solar power would not be available with the rubber case.","The Industrial Designer suggested three options of energy: batteries, solar power, and dynamo. The first two options were feasible for the remote control, while the last one was not suitable for the living room. Also, the solar power was not available with the rubber case. Considering the cost, the chip was the most expensive part"
"The website did not give an actual cost, but most of the stuff was cheap. The chip would be the most expensive part anyway, so the group should not worry about the cost of the Kryptonite too much.","The group selected battery as their energy source due to the convenience it offers. Although the dynamo was interesting, it was not practical for a living room setting. Solar power was also ruled out because it was not compatible with the rubber case. Therefore, the group decided to move forward with the basic battery energy source. No cost"
"Adding the neural net was doubling the number of deletions. The model did not improve significantly, however, thought it became better at some tasks. The results were a mixed basket and it was decided that further experimentation was necessary.","The team was concerned about a high number of deletions, especially in highly mismatched conditions. It was decided that they would experiment with the VAD to see if that was the source of the problem. Additionally, the team thought that the MLP may be too rigid and that improvements could be made by using more context-dependent units"
"The professor was interested in knowing what impact the neural net had in the older models which did not have pure features. The professor believed it was worthwhile to improve the net, though he also expressed that nets were occasionally over used.","The professor thought that the discriminative information of the neural net was important but that it was difficult to quantify. He wanted the team to continue exploring ways to combine information from multiple streams, including a second stream that contained mel log information. He thought that the latency of the feature computation could be reduced by, for example,"
"The team thought that the most noisy cases were the distant microphone testing. That is when there were non-stationary noises in the background, like from a car, a babble or subway. These presented a unique challenge for the model that could potentially be best solved with a neural net.",The professor thought that the video projector and air conditioner were the sources of noise in the recordings. The team was concerned that the noise could affect the performance of the speech recognition. The professor thought that the most noisy cases were those that had been pre-segmented by hand. Those segments were noisier than the automatically pre-
The VAD neural net had twelve times nine inputs and two outputs. The system had improved significantly. It added some latency but the team could potentially run it in parallel.,"The team was making progress on a new VAD. The preliminary results showed a slight improvement compared to the old VAD, with a lower delay. Additionally, the team was working on a parallel VAD without the neural network. It was making progress, though more work was needed. The professor wanted the team to investigate"
The professor wanted to know how much latency the VAD was adding to the model. The professor thought that the process could work in parallel. The professor informed the team that the max latency was unknown.,"The professor expressed that he was not sure how to reduce latency. He initially suggested running the VAD in parallel with the tandem net to reduce total latency. He then proposed an alternative, which was to take the feature that was being fed into the VAD and fed it into the other one as well. This way,"
"PhD C explained that the silence probabilities had a 100ms delay, the delta at the input had a 40ms delay, and a 10ms delay was created by LDA filters.","The latency of the VAD was 220 milliseconds. The VAD was used for on-line normalization before the delta computation. The latency of the final MLP was relatively small, so the delay introduced by the VAD was the dominant factor."
User Interface introduced a remote control easy to use and a multi-functional one and preferred the former as it was more user-friendly. Industrial Designer agreed and proposed that a stick or round button for volume control and channel selection could be used and also suggested that the ten digits could be substituted by voice recognition.,"The user interface designer pointed out that remote control with fewer buttons was more user-friendly. Considering the target group of the remote control was below 40 years old, the multi-functional remote control with many buttons was not necessary. Instead, a simple and trendy design could make the remote control more competitive in the market"
Industrial Designer thought the ten buttons looked a bit dull so speech recognition could be added to solve this problem. But he was concerned that power saving could be difficult when implementing speech recognition.,"Industrial Designer thought that the ten digits were not so relevant because the user could use about ten buttons for regular TV networks. Also, he believed that these ten buttons might look a bit dull and suggested the use of shape, size, or colour to make them fancier. He further pointed out that voice recognition could be used"
"User Interface found two kinds of remote controls: the multi-functional one and the one easy to use. He emphasized on user-friendliness, but considering that the target people were less than forty years old, multi-function should also be taken into account.","User Interface found two different kinds of remote controls - multi-function and easy to use. The former was characterized by many possibilities while the latter by the feeling of touching the buttons. User Interface recommended the easy-to-use one for its user-friendliness. But at the same time, User Interface did not rule"
"Industrial Designer introduced how the remote control worked and supposed that they should use infrared so that the remote control could communicate with most TV sets. He also proposed to use energy-friendly components and save the cost of circuit boards to develop elaborate lighting techniques. In order to prevent people from losing the remote control, the team decided to implement an audio signal. In terms of energy source, the team preferred to have a cradle so that the remote control could be recharged.","The group first decided to scrap teletext because it was out of date and the board felt that the internet was replacing teletext. They then had to decide on the target group and the functions of the remote control. Marketing suggested that they should focus on customers that were younger than forty and new technologies, however, the group"
"User Interface proposed that a base station next to the TV could be a solution, but Industrial Designer pointed out that this could be technically complicated and would cost a lot. So the team eventually adopted Marketing's advice to implement an audio signal.",The team came up with two different kinds of remote controls. One was a multi-function remote control with many possibilities. The other was an ease-of-use remote control with fewer buttons but a better feeling in touching the buttons. The user interface designer recommended the ease-of-use remote control. The industrial designer
"Industrial Designer proposed to incorporate a solar panel and rechargeable batteries, but Project Manager agreed more with Marketing's proposal to include a cradle.","The industrial designer pointed out that the energy source was connected to three things: the user interface, the chip, and the sender. He tried to implement a picture illustrating this, but failed. He went on to make a list of the components of the energy source, including the battery, infrared diode, buttons, chips,"
"Kirsty Williams AM introduced that first of all, the four purposes would be set out in the legislation—as well as putting in learning and experience. Second, the government also intended to legislate for a number of the cross-curricular aspects like literacy, the numeracy and the digital competency. Third, a statutory provision for the 'what matters' statements would also be included.","The main points that were raised with the White Paper surrounding religious education and relationships and sexuality education were respectively to put a stronger focus on Christianity rather than including other world religions and non-religious views, and to respect parents' views. On the other hand, those who agreed that RE should be a compulsory part of the curriculum"
"Kirsty Williams AM explained that the area of learning and experience for well-being was already there, and what would be included was the things that matter in the area of learning, and it was going to be put into the legislation. Lynne Neagle AM added that every school would have to teach mental health by law since the 'what matters' referred to both physical and mental health, and the government intended to legislate to ensure that the 'what matters' statements were a set given in the system.","The areas of learning and experience for well-being were already there, and under that area of learning title, there were the broad concepts of what felt really mattered in that area of learning. They would be refined, but not added to. And then they would legislate for them, and that hadn't been the original"
"The 'what matters' was the articulation of the big ideas and it was to make sure that essence of the core content was consistent. The actual wording of the 'what matters' statements would be in the secondary legislation. At that time, the need to deliver and the legal requirement to deliver the 'what matters' statement would be on the face of the Bill. As a result, mental health would be put in an important place.",The first aspect of the 'what matters' was about health and well-being. It was agreed that it should be included in the curriculum and would be legislated for. The second was about preparing students to be part of a diverse and multicultural society. The last was to make sure that the profession was ready to deliver
"Kirsty Williams AM suggested that Welsh Government had always been big supporters of WISERD (WalesInstitute of Social and Economic Research, Data and Methods). More research into Welsh education would always be needed. As a Government, all aspects of concerns of Welsh education should be taken into consideration as the government was planning the new curriculum. For instance,  empowering teachers to be able to be more flexible in what they teached their children actually gave the government an opportunity to deliver lessons that could be much more engaging and much more relevant to some of the school children than what they had at the moment.","Kirsty believed that they needed more research into Welsh education, so they big supported the Wales Institute of Social and Economic Research, Data and Methods and the work that it did. And they would never undertake a policy reform that they thought would lead to less equity in the Welsh education system.  Furthermore, Kirsty emphasized that"
"Hefin David AM introduced that the WISERD research suggested that the senior management teams and classroom teachers would share different views towards the change since classroom teachers would be more sceptical. Kirsty Williams AM explained that classroom teachers were absolutely crucial to this, as a result, difficult step had been taken to delay the implementation of the curriculum to same some amount of time to make sure that it was not just school leaders but individual classroom practitioners who had the skills that they would need to make the most of the opportunity that the curriculum allowed them. To ensure this process, different accountability frameworks to the aims and objectives of the new curriculum would be incorporated.","The research suggested that there was no evidence that would happen. These were 'coulds' and 'maybes' and things that they needed, as a Government, to take into consideration as they planned the journey. Moreover, the curriculum itself was neither going to necessarily on its own hugely enhance equity nor detract from equity."
"Hefin David AM asked about what lessons could be learned from the introduction of the Scotish curriculum. Kirsty Williams AM explained some of the challenges that they had faced in introducing their curriculum, including assessment and content, which had been a crucial part of the process. Also, professional learning, ensuring that the profession was properly prepared for the changes was an alert to the Welsh government. Steve Davies added that one of the critical elements was the extent to which assessment was considered at the outset alongside the curriculum content and it could be a fit for the new curriculum.",Scotland had a lot of experience in quality control of the content. They focused a lot on the curriculum and the assessment was bolted on at the end of the process. And they had found that they needed to get a smaller group to develop the materials and look to engage through cluster groups. They had also learned a lot in
"To answer Dawn Bowden AM's question, Kirsty Williams AM first indicated that the money was not an insignificant amount but the largest investment in professional learning since the history of devolution. The money was being made available to each and every school and had empowered head teachers to think about the professional needs of the school and the practitioners in the school. Also it was aimed at a national level, but to start with, schools would be assessed individually.","The money would be utilized to help teachers to get equipped with the professional skills needed for the delivery of the curriculum. Since there were some schools that had been part of the pioneer process from the very beginning and therefore were further along that development chain, the money could be used to find out the effective methods of solving the problems"
"The money that was agreed was for a two-year period and continuously, cooperation with the Minister for Finance and the First Minister around future allocations for professional learning would be included to campaign for more money allocated specifically beyond the two years.","Dawn Bowden AM: Okay. And the money that you announced for this professional development preparation, if you like, was for two years. So, there's going to clearly be an ongoing programme of preparation development and personal development, as well as anything else. But is there likely to be any more money allocated specifically"
"Kirsty Williams AM pointed out that all schools that had previously been pioneers were invited to apply to morph into innovation schools, as the next phase. There would be both a downside and an upside for the programme of innovation schools. At this stage, it should be better to move away from the original 's AM concluded that pioneers were looking at specific aspects of the curriculum. In this case, school with a specific aspect of strength should be encouraged to apply.","The group had slightly refined the pioneer school model and had narrowed down the group of innovative schools. They looked at individuals who had specific expertise in subject areas. The overall concept of the curriculum remained the same, but there would be opportunities to do things better, to explain things better, to simplify where possible and to provide greater"
"Kirsty Williams AM explained that children's rights and human rights had been key considerations throughout the design, and this was currently set out in overarching guidance and the government continued to work with the children's commissioner's office to map the rights of the child across each area of learning and experience. And initial assessment from the children's commissioner's office had demonstrated that what was proposed in the new curriculum was a big stepforward. Also, the current existing output of that engagement and feedback had been drawn together into a report exploring learners' views about schools and learning, which was certainly a powerful contribution.","Kirsty Williams AM mentioned that children's rights and human rights were key considerations throughout the design of the curriculum. And a report exploring learners' views about schools and learning would be a powerful contribution and would effect changes. In addition, Steve Davies pointed out that they had not opted out of this, and countries were offered"
Sian Gwenllian AM pointed out that the Learned Society of Wales had said that there should be a directory of resources to implement that Welsh dimension. Kirsty Williams AM introduced that there was a separate programme of work that was looking at resources needed to support the curriculum and it certainly would be a must.,"The resources to support the Welsh dimension should be broad and not confined to specific areas. The curriculum should include the Welsh contribution to the computing industry. Moreover, the continuum for language would have to be contextualized depending on the setting where a child was being taught to recognize that children learning Welsh in a Welsh-medium school,"
"Kirsty Williams AM suggested that it was really important that whatever resources there were to support the Welsh dimensionare in a broad level and not confined to specific areas. Regardless of the type of schools, attention to the Welsh language should always be included. However, there might be change towards this implementation this year and it was unclear whether it would be discussed by different sectors.","The continuum for language would have to be contextualised depending on the setting where a child was being taught. This was because they had to recognize that children learning Welsh in a Welsh-medium school, their progressional on that point would be more speedy and quicker, and by the end of primary school they would be in a"
It is necessary for the belief-net to have at least one layer of nodes between the features and the final output. This makes the structure more flexible in terms of coding feature-layer probabilities. ,"Grad B thought that their initial attempt to connect all the features to the output node may not be satisfying due to some reasons, including the difficulty of setting up the probabilities and the potential handicap in the subsequent learning process. Also, the flat structure would not look pretty. Grad B then introduced the context, which had three different"
"The next stage is to refine the set of feature nodes and identify possible clusters. Although, in theory, traditional AI plan recognition techniques could also be helpful for inferring intentions, the schemas involved are too elaborate for this task. ","The team decided that the most satisfying way to proceed would be to add a middle layer. The thinking behind this was that the features they had collected so far, the ones that they could extract from the data, were the ones that pertained to the user's intention. The hidden variables that they came up with were"
"There was a demonstration of the structure and the function of a toy version of the belief-net for the intentionality task. The features nodes include things like prosody, discourse, verb choice, ""landmark-iness"" of a building, time of day and whether the admission fee was discussed.","The team thought that the discourse could be analyzed for more general patterns of intentionality, beyond those related to the task of collecting the corpus. For example, they thought that something could be added to the model to explain why people might want to take a picture of something. Similarly, information on the speakers' beliefs about who"
"The values these nodes take feed into the middle layer nodes identified as hidden variables of the user/device interaction, such as whether the user is on tour, running an errand or in a hurry. These, in turn, help infer whether the user wants to see, enter or simply approach a building.","The person at the screen is trying to communicate some abstract idea. The features that they have drawn from the communication of some discourse will be s along the lines of where they want to go and what they've said previously. The hidden variables they came up with were whether someone was on a tour, running an errand,"
"SmartKom, although it does not code for intentions as specified in this task, provides a model of the discourse, which can be useful for the detection of features through querying and anaphora resolution. ","SmartKom was a tool that the team could use to accomplish many tasks. For one, it allowed the team to parse language and extract intentions. It also helped with anaphora resolution and kept the team updated on who said what. Additionally, it was capable of filling in omitted information and making predictions about the discourse."
"Experiments for the collection of new data will start soon, since someone who will recruit subjects and help run the experiments has already been hired and the designing of the experiments has also progressed significantly.",The group mentioned that they would need to hire additional workers as the project moves forward.
"The group thought the remote control should be fancy, innovative, easy to use, easy to find and spongy and evaluated the prototype with these criteria. Although they had brilliant ideas and designed a best remote control within their capacity, they just designed a product of high quality but low acceptance.","The team agreed that the remote control had sufficient features for the market it was targeting, especially with the incorporation of voice recognition. While it lacked certain features that a regular remote control had, such as the number buttons, the team believed that the simplicity and novelty of their remote control were its advantages. Also, the remote control"
User Interface believed that voice recognition was hard to learn while Industrial Designer argued that the remote control had two parts and everyone could use the basic part. He also pointed out that an advanced user would like to explore additional functions.,"The remote control was basic and easy to use for novice users while advanced users could explore more advanced functions such as voice recognition. Therefore, the group agreed to give it a 2.5 out of 7."
Marketing thought that the basic layout was mundane but the voice recognition was brilliant. User Interface added that it did not have the digits but had all the features a normal remote control had. Industrial Designer agreed but pointed out that they just design the best product within their capacity. Project agreed and concluded that it was of high quality but low acceptance.,"Marketing thought that the basic layout didn't offer much, but the voice recognition could add a lot. The user interface thought it was not enough because it didn't have enough buttons. But the industrial designer thought it was different because it was completely programmable and contained very much functionality by using the voice recognition mode. So"
"Project Manager revealed that it would cost 22 Euros at current standards so they should leave out some characteristics that could not add much value. Since it could be dull and simple without those characteristics, the group supposed that the selling price could be raised to 50 Euros.","User Interface thought that the overall rating of the product would be quite high if it were priced at 25 Euros, which was very reasonable and attractive to customers. However, the production cost of this product was 12.5 Euros, which was very low. The group discussed and decided to leave out the solar"
Project Manager revealed that it would be over budget so they had to make some changes. He proposed to reduce costs by leaving out solar cells and not using voice recognition. Then User Interface supposed that the buttons could be made of plastics and Industrial Designer proposed to make the remote control straight and simple.,"User Interface thought that the group was not aware of the price limits and made a double curved design exceeding 22 Euros. Industrial Designer thought the solar cell was too expensive and should be removed. Also, the high price of 50 Euros and limited functionality of 25 Euros were mentioned. Instead of the high"
"Since the prototype was over budget, Industrial Designer proposed to raise the selling price to 50 Euros. He thought it was not very expensive for a remote control that had this functionality.","Industrial Designer thought the solar cell was very expensive so they should skip that. Also, industrial designer said they had very little information about the components so they couldn't make a better decision on whether to include certain features or not. Last but not least, the narrow choice of components limited their creativity. Overall, the high"
"Marketing set the criteria for evaluation. The group gave two points on the fancy look and feel, three points on the ease of use and learnable, and two points on technological innovation because the group thought new features were not all extraordinary. Besides, they gave two points on the target market trend which said that the products with fruit and vegetables in different colors might be popular. Lastly, they gave high marks on the room for creativity and leadership.","Marketing had some evaluation criteria based on the market research and the marketing strategy. The team should rate each feature of the product according to the seven-point scale. The team rated the beautiful and fancy look as the high priority. Also, the special form and special colour were the other two important features. The team did not"
Project Manager thought the second layer of the remote was not easy to learn but Industrial Designer responded that users would not need to pay attention to that part. The group reached a consensus that the scroll wheel was much better than average. So they gave a two on this criterion.,"The team agreed that the device was fancy rather than beautiful. Also, it was easy to use and learnable. The scrollwheel brought technological innovation to the remote control. And the speech function was also a new feature. All these made the product competitive among other similar products."
"Project Manager thought they should skip the speaker when User Interface mentioned the power indicator. Marketing recommended that they need a button to beep for calling and they should include the speaker because it was usable and small enough. Also, Marketing supplemented that the production cost has been considered and within 12.3 Euros.","When the team was evaluating the product with regard to the market trend, Marketing admitted that the team should make a proper evaluation on the basis of the latest trends, and make a conclusion whether the product was attractive or not. Yet the problem was that the team failed to agree on a proper evaluation standard. So Marketing suggested that"
The remote price would be at twenty Euros. And the production cost would be twelve point three Euros. And the group thought that the use of both the board and the pen to draw on the remote prototype was stupid and not handy enough.,"The team agreed that the project was slightly over budget, but that this was due to changes in the initial requirements. The digital pens provided to the team for use with the smartboard were not satisfactory, as they did not work properly. The smartboard was also not satisfactory, as it was only available in a large size"
"User Interface mentioned that they got the wrong information at the wrong time, and it was the biggest problem. Otherwise, the group could finish the finance discussion earlier, and they should have had discussions quicker.","User Interface thought the biggest problem was that they got the wrong information at the wrong time. For example, if they had known the price of components before, they could have made a better discussion about the design. But it was hard for them to know how much they could sell and how much they could gain with only"
"They all agreed that most employers did not have a clear understanding of what Welsh bac means or what it includes, which was a big problem not only for employers, but also for parents and young people. Though some small engaged employers did understand it, the vast majority focused more on running the business without a clear understanding.","The group agreed that most employers had a limited understanding of the Welsh bac. They also agreed that employers were more focused on getting on with the day-to-day running of the business, which made it difficult for them to understand what the Welsh bac was about and how much it mattered. However, some people believed that"
"Ed Evans thought employers did not understand it, but they would appreciate it if they do. This was particularly true for his own sector, the civil engineering sector, and particularly contracting sector. Because pupils usually did not have a very strong academic background in this sector, and Welsh bac gave them the opportunity to not pursue that much of academic, but tested them in terms of the challenges. Therefore, the growth of the Welsh bac would be valued at least for this sector.","Ed Evans agreed with Kay Martin that employers did not understand the Welsh baccalaureate well. He thought they would appreciate this qualification once they understood what it was about. For his sector in particular—the civil engineering sector—and particularly the contracting sector, which depended very much on pupils who had come through from a less academic background"
"They proposed that the voice of employers should be a key part of reviewing the qualification. Instead of colleges or qualifications boards doing this, employers themselves should do this qualification, which accorded to the vision of the Welsh baccalaureate, to improve skills for employment. They really should join employers and schools and education facilities together more in the future.",1.  Provide more information to the public and make sure people are aware of the changes and the reasons behind them.
"One thing needing to be cleared was that Welsh bac was a combination of qualifications, but not just one qualification. To develop the employability skills was obviously a key part of it, but not all of it. It obviously worked well to help prepare for employment, but was not for everyone, because some people had to do the other things. It helped prepare some people, such as the A level students for university, but did not help health and social care people become more skilled and employable.","Dafydd Evans thought having a qualification status for the Welsh bac would drive certain behaviors, and they needed to be aware of that. Also, they had a number of children coming in for the colleges, and they needed to resit their GCSEs in maths, English and Welsh. It was a valid priority for the"
"Kay Martin agreed with other people's opinion. They tried their best to help learners to develop skills and employable people. Welsh bac worked well for preparing employment for some people, but not for everybody. Because some people came to school with very few GCSAs, or were lacking literacy or numeracy skills. Kay Martin thought this needed to be reviewed, to look at how they could actually make skilled and employable people.","The principal thought it helped some people - the A-level students for university. But for the health and social care, it was not useful. In addition, as a college, their job was to develop skills and employable people, and they used every tool in their box to do that. The Welsh bac was one"
"Dafydd Evans though that one of the problems was that there were a number of priorities. For example, there were a number of students who needed to resit their GCSE. It was important for everybody to get a C grade in those core subjects, but that would take some time from them teaching young people. Therefore, there were fewer and fewer doing level 1 and 2 in the baccalaureate because they were resitting their GCSEs. Nick Brazil added that Welsh bac was a combination of qualifications, and developing the employment was one of the key parts, but not all of it.","When first discussing this topic, Nick Brazil thought the initial vision for the Welsh bac was a good one, focusing on learners' skills. However, it had gradually become more of a qualification than a tool to help with employability. Also, there were already many programs out there that worked extremely well, so they should focus more"
"They thought most universities did not understand, based on some experience they had with some of their learners that went to Russell Group universities. But this depended on the admission tutors and the areas that they were going. Some areas valued it more, but some others did not.","Most people agreed that the baccalaureate had not gained a firm hold in the minds of university people, especially those in the Russell Group. And also, the baccalaureate was trying to be all things to all men, which made it not rigorous enough. What's more, people held different opinions towards"
"Nick Brazil proposed an example of the institution himself was in. They had a long track record of getting learners into top universities. 50 percent of those Russell Group universities did not value Welsh bac for sure. But there were some offering an option with the Welsh bac, and those said it was on top of three A2 level grades.","When discussing the vision of the bac, Nick Brazil argued that it was very much focused on outcomes rather than necessarily skills. He believed that employers would engage a lot in students' preparation for the job if there was a certain focus on skills. Also, he pointed out that the actual progress of learners into employment was happening in"
"Welsh universities were much more willing to recognize the bac. Therefore, it was not a huge problem there. However, students who were looking to go out to universities in England encountered some problems. But in terms of Bangor and Glyndŵr University, there was no problem.","Dafydd Evans mentioned that they had a greater percentage of students staying in Welsh universities, and these universities were more willing to recognize the bac. However, it was not the same in some Russell group universities in England. Also, there was a difference between the policy that those universities extrolled and what actually happened on the"
"They thought that a lot of skills and challenges that were done within the Welsh bac were very similar with the vocational qualification. Therefore, a number of those staff had already got those skills. Besides, for the vocational lecturers to do that, they had invested heavily in training those vocational lecturers to understand how to deliver the Welsh bac and got positive outcomes of the Welsh bac, which had been an intensive staff development process.","Dawn Bowden AM suggested introducing a specialist teacher-training qualification to deliver the Welsh bac, and the reason was that it might improve the status and perception of the Welsh bac. Nick Brazil argued that actually the number of skills and the number of challenges that were done within the Welsh bac were done similarly within the vocational qualification as"
"Dafydd Evans thought that if it were going to be a success, it would be contextualised. For the vocational lecturers to do that, they had to invest heavily in training those vocational lecturers to understand how to deliver the Welsh bac and get positive outcomes of the Welsh bac. And this had been an intensive staff development process.","Dafydd Evans agreed that it would be a new dimension to train people. He also suggested that those who had a good understanding of the Welsh baccalaureate would be able to deliver it with more confidence. He believed that would be a step forward. At the moment, he said, people were ""making do"" with"
"Nick Brazil thought the number of the skills and the number of challenges that were done within the Welsh bac were done very similarly within the vocational qualification. Therefore, a number of those staff had already got those skills and they had undertaken that.","Dafydd Evans agreed with introducing a specialist qualification, as he believed it would help to develop young people's skills. However, he thought that the current situation was not ideal, as most students had to repeat what they had learnt in both the baccalaureate and other vocational qualifications. Also, there was a shortage of"
"In order to make a satisfying profit, the group had to set their price at 25 euros, which was relatively high. For fear that the higher price would lead to fewer consumers, they decided to make it a universal remote control, being able to function on different TVs. The group also planned to add a touchscreen onto the remote control and even include some games for children. What’s more, they paid some attention to the energy source, whether it should be a rechargeable one or just use normal batteries.","The user interface designer suggested that the remote control could be made with a manual touchscreen display, and the basic buttons for switching on/off the TV set and changing channels could be put on the top, so that the remote control could be used conveniently. Besides, the remote control could be designed with a home station for recharging"
"When discussing the remote control, the group tried to set the price at 25 euros, which was relatively high, at least compared to the existing ones. For fear that such a high price would lose their potential consumers, the Project Manager decided to aim their product at a universal one. According to the Project Manager, only by making it a universal remote control and adding other unique characters could it attract more consumers, then eventually reaching their profit expectation.","The project manager hoped that the remote control could be universal, with a simple and durable design, without a fragile touch screen. He also suggested a home station for recharging to avoid battery problems. In addition, he wanted to make the remote control look special so that it would not be a common black box with buttons. He"
"When discussing adding several advanced techniques onto the remote control to make it more unique, the Industrial Design put forward to using the touchscreen. Notwithstanding the merits of the touchscreen, for instance, a touch screen would make the remote control easier and smaller, the Marketing did not agree to do so just because in that case they would be beyond the budget.","When the group was discussing the possible advanced techniques on the remote control, the Industrial Design put forward the idea of a touch screen on the remote control to make it look more special. However, the Marketing was against this idea because he thought there were lots of kids who would use the remote control and the touch screen was not"
"When discussing the conceptual design of the remote control, the group noticed that the energy source was also a problem worth concern. The Industrial Design proposed to make it rechargeable at first, but because of their limited budget, he had to change his idea. The Industrial Design then put forward to setting a station at home or perhaps just using normal batteries to run the remote control, both of which would be feasible.","When discussing the conceptual design of the remote control, Industrial Designer suggested to add a small touch screen on the remote control. In addition, it might be a good idea to put games on the remote control. Also, Industrial Designer thought that the basic functions of remote control could be designed with folding and opening the laptop. When"
"The User Interface drew a draft for the group to get a more direct idea about the button layout. Through a brief discussion, they agreed that as long as they made the button clear enough to be recognized, it would not matter much where the exact button was. The group also thought about a remote control which was able to be folded, in order to test if it would be strong enough to stand hit.","The remote control should be in an original, trendy and user-friendly style. In terms of the button layout, the basic options such as on-off buttons and channels could be placed on the top, and the volume buttons could be next to it. A touchscreen could be incorporated into the remote control. The remote control"
